,title,sentiment_polarity
224,Enchanted,0.20615527043237877
225,Safe House,0.15468594104308395
226,102 Dalmatians,0.171387987012987
227,Tower Heist,0.12099221700285528
228,Enemy of the State,0.14851020408163262
229,It's Complicated,0.13115417964102175
230,Open Season,0.06990243342516071
231,Open Season,0.06990243342516071
232,Divergent,0.09755931046253631
233,The Rundown,0.049843576176909515
234,Last Action Hero,0.1462592191758858
235,Meet Joe Black,0.1460128495842781
236,Collateral Damage,0.02055814555814556
237,Mirror Mirror,0.15876554001554005
238,Scott Pilgrim vs. the World,0.1043726591760299
239,Nutty Professor II: The Klumps,0.13394319131161234
240,Scooby-Doo,0.0937392426850258
241,Click,0.030003279548734087
242,Zodiac,0.1425695542883042
243,The 6th Day,0.09413670568561869
244,Bruce Almighty,0.05336397538204766
245,The Expendables,0.03993789614042781
246,Mission: Impossible,0.05159577922077921
247,The Hunger Games,0.007292240587695141
248,The Hangover Part II,0.0756158524015667
249,Over the Hedge,0.14253633271490418
250,Deep Impact,0.1453462709284627
251,Alvin and the Chipmunks: Chipwrecked,0.08006198347107438
252,Grown Ups 2,0.12637413091958544
253,Something's Gotta Give,0.14859514687100897
254,Shutter Island,-0.0060383597883597725
255,Four Christmases,0.16674025974025974
256,Face/Off,0.19994178349682937
257,Bedtime Stories,0.07376543209876545
258,Road to Perdition,0.059482790871679736
259,Con Air,0.07115440115440114
260,Eagle Eye,0.11232004429678849
261,Cold Mountain,0.022007649213531568
262,The Book of Eli,0.06988365800865799
263,Flubber,0.1593359582668793
264,The Haunting,0.20419101731601733
265,Space Jam,0.11019764835554309
266,Conspiracy Theory,0.09457658887006716
267,Yogi Bear,0.11330819717916495
268,Spirit: Stallion of the Cimarron,0.13441776135741648
269,Lost in Space,0.19636576221397645
270,The Manchurian Candidate,0.047987248258987376
271,Hotel Transylvania 2,0.05589999999999999
272,Fantasia 2000,0.16525265409193984
273,Mars Attacks!,0.13120534084389507
274,The Edge,0.12946042941732597
275,Surrogates,0.03329124579124579
276,Thirteen Days,0.10177819865319863
277,Daylight,0.12477377946127947
278,Battlefield Earth,-0.008307260920897288
279,Timeline,0.003086419753086418
280,The Postman,0.02885036808765623
281,The Last Witch Hunter,0.10784313725490197
282,A Beautiful Mind,0.14302835009601925
283,The Lion King,0.2034982882041706
284,Hidalgo,0.12460858585858584
285,Jack and Jill,0.0967873611895351
286,2 Fast 2 Furious,0.10612436048799685
287,The Invasion,0.016132478632478627
288,The Secret Life of Pets,0.10080535599152618
289,Despicable Me 2,0.01747234247234247
290,Independence Day,0.10524065960812952
291,The Lost World: Jurassic Park,0.08016465242074997
292,X-Men,0.08921703296703291
293,The Rock,0.08775522158254116
294,50 First Dates,0.17727656024531024
295,Exorcist: The Beginning,0.09598472823472819
296,Now You See Me,0.1818185575998076
297,Grown Ups,0.07615936147186146
298,The Terminal,0.1287115627428127
299,Hotel for Dogs,0.10468750000000003
300,Charlie Wilson's War,0.08111379754996775
301,Dreamgirls,0.175750117937618
302,Tears of the Sun,-0.010743225028939315
303,Killers,0.03622023809523809
304,The Man from U.N.C.L.E.,0.14432657859381998
305,Monster House,0.002556123530149511
306,Bandits,0.20199893390191895
307,First Knight,0.11579098811241673
308,Immortals,-0.14141414141414144
309,Hollywood Homicide,0.12261904761904761
310,Soldier,-0.04158072319837025
311,Monkeybone,0.14066786283891544
312,Unbreakable,0.11976325757575762
313,Minions,0.05831793545208179
314,Sucker Punch,0.00791581225791752
315,Sphere,0.10188149096599801
316,Fool's Gold,0.09210662525879919
317,Funny People,0.16195389266817833
318,Talladega Nights: The Ballad of Ricky Bobby,0.1769682211727666
319,Dr. Dolittle 2,0.05775694411182425
320,Braveheart,0.10038177339901475
321,The Simpsons Movie,0.08824798054179497
322,The Majestic,0.04157986111111111
323,The Village,0.07912698412698416
324,Signs,0.039950154012654004
325,Shrek 2,0.12802238411994507
326,Cars,0.1559028348585311
327,Runaway Bride,0.18387594650481245
328,Ransom,0.10737114158989164
329,Hook,0.16100117096018743
330,S.W.A.T.,0.1039267676767677
331,Vanilla Sky,0.1621642360371868
332,Lady in the Water,0.17398394660894664
333,Alvin and the Chipmunks: The Squeakquel,-0.00502601775329049
334,Olympus Has Fallen,-0.06128376496797549
335,Star Trek: Insurrection,0.15291317628979964
336,Battle: Los Angeles,0.08399350649350651
337,Big Fish,0.11598484848484844
338,War Horse,0.09161729783777024
339,Dracula Untold,0.20563909774436093
340,The Siege,0.028153382565147267
341,The Dilemma,0.08028358951654405
342,Bad Company,0.007350948509485118
343,Bad Company,0.007350948509485118
344,I Spy,0.14176053770790614
345,Underworld: Awakening,0.08862626262626264
346,Rock of Ages,0.03391562685680333
347,Hart's War,0.03860074524631488
348,Osmosis Jones,0.03570844499415928
349,Blackhat,0.12725862572801347
350,Escape Plan,-0.10225694444444444
351,The Legend of Hercules,0.1380905832518736
352,The Sum of All Fears,0.051694742455612036
353,The Twilight Saga: Eclipse,0.12349842967490025
354,Despicable Me,0.07138228879706153
355,Money Train,-0.007878415444204919
356,Ted 2,0.057670594010800186
357,Mystery Men,0.08233225108225109
358,Hall Pass,0.10354646756161907
359,The Insider,0.0716587654087654
360,The Finest Hours,0.12546897546897548
361,Body of Lies,0.11391733951355662
362,Dinner for Schmucks,0.06451178451178452
363,Abraham Lincoln: Vampire Hunter,0.10495522995522993
364,Saving Private Ryan,0.05992812579577283
365,What Women Want,0.10995155638012784
366,What Women Want,0.10995155638012784
367,Ice Age,0.1285815614124438
368,Dreamcatcher,0.04706849602010892
369,Apollo 13,0.19660879244212578
370,The Santa Clause 2,0.12040146361574933
371,You've Got Mail,0.22649947404620302
372,Step Brothers,0.1097827590978276
373,The Mask of Zorro,0.07846481876332621
374,Due Date,0.04929586874031318
375,Unbroken,0.15569966583124473
376,Space Cowboys,0.12955833848690992
377,Broken Arrow,-0.010117133433459964
378,World Trade Center,0.025312280972995246
379,The Dictator,0.060441017316017316
380,Annie,0.06426987263943788
381,Focus,0.14179885124915242
382,This Means War,0.21795822102425869
383,The Long Kiss Goodnight,0.010043276378503652
384,We Are Marshall,-0.01786195286195287
385,Hudson Hawk,-0.033819879832810866
386,"I, Frankenstein",0.07624926513815404
387,Random Hearts,0.14568954128813277
388,Austin Powers in Goldmember,-0.006026562434329434
389,Jurassic Park,0.17614046633443192
390,Wyatt Earp,0.09791876193391344
391,Clear and Present Danger,0.12053432678432678
392,Little Man,0.04422123015873017
393,The American President,0.1676537613330066
394,The Love Guru,0.1074635960009935
395,The Hateful Eight,0.09600725472285102
396,Marley & Me,0.07815101565101562
397,The Green Mile,0.1147257834757835
398,Wild Hogs,0.10897163120567374
399,Gone Girl,0.09651974288337924
400,The Bourne Identity,0.10494655004859085
401,The Truman Show,0.2625946067821068
402,The Prince of Egypt,0.1321154182517819
403,Daddy Day Care,0.09369791666666669
404,2 Guns,0.10174048978396807
405,Cats & Dogs,0.08724560071962668
406,Antz,0.2020365693976805
407,Couples Retreat,0.059657622739018076
408,Days of Thunder,0.1697722926337384
409,Maze Runner: The Scorch Trials,0.04641433128275233
410,Eat Pray Love,0.16812526183493923
411,Any Given Sunday,0.06694068343004514
412,The Horse Whisperer,0.11751643418310086
413,Collateral,0.131110312990844
414,The Scorpion King,0.04379424828643579
415,Jack Reacher,0.04147644242882338
416,Contagion,0.025070546737213418
417,Coraline,0.11708254292523952
418,The Happening,0.06516495126189005
419,Starsky & Hutch,0.1454844511366251
420,Jingle All the Way,0.15643147502903598
421,Hellboy,0.06906358432332457
422,A Civil Action,0.1457366071428571
423,ParaNorman,0.133675799086758
424,The Jackal,0.03972701149425289
425,Under Siege 2: Dark Territory,0.07656641604010025
426,Joy,0.24308859269385596
427,Shooter,0.0729676104676105
428,The Boxtrolls,0.08544314108830241
429,Practical Magic,0.27156274524695573
430,The Lego Movie,0.15261286332714907
431,Gangster Squad,-0.028053938398765996
432,Year One,-0.02954074719318621
433,Invictus,0.08666973144849252
434,My Favorite Martian,0.25830342902711323
435,Star Trek: Nemesis,0.11182333539476395
436,Intolerable Cruelty,0.17960597516518564
437,Righteous Kill,0.11277929060187124
438,The Soloist,0.13824027712581927
439,The Legend of Bagger Vance,0.0166423853923854
440,Almost Famous,0.1648504273504274
441,Priest,0.17380952380952383
442,Priest,0.17380952380952383
443,Sinbad: Legend of the Seven Seas,0.23980186480186477
444,The Last Castle,0.09132760699216393
445,Winter's Tale,0.18301849665486028
446,The Mortal Instruments: City of Bones,0.053447691197691216
447,Meet Dave,0.09200784440146141
448,The Spirit,0.13080357142857146
449,Mortdecai,0.0654861111111111
450,Deadpool,0.11341126529482695
451,American Sniper,0.07522597001763667
452,The Flintstones in Viva Rock Vegas,0.12364612511671334
453,Did You Hear About the Morgans?,0.15266873278236914
454,The Internship,0.09397508519848945
455,Red Tails,0.18166666666666673
456,That's My Boy,0.1327539682539683
457,Walking Tall,0.1340879574970484
458,Forrest Gump,0.21710370089680442
459,Alvin and the Chipmunks,0.051754385964912275
460,Meet the Parents,0.20254122861265716
461,Pocahontas,0.14366850321395777
462,The Nutty Professor,0.1643877451913166
463,American Wedding,0.07254616132167153
464,Captain Phillips,0.010645292207792208
465,Date Night,0.07108421881149153
466,Casper,0.09797339565196711
467,The Equalizer,-0.01997619047619046
468,Maid in Manhattan,0.15688262836700337
469,Crimson Tide,0.09669160997732423
470,The Pursuit of Happyness,0.16957742316784877
471,Disclosure,0.15073213336371227
472,City of Angels,0.06792976939203355
473,Death Becomes Her,0.13835632232691056
474,Executive Decision,0.023214285714285732
475,Mr. Popper's Penguins,0.150233860342556
476,Free Birds,0.1382900432900433
477,Evita,0.1811688311688312
478,The Watch,-0.0789367335562988
479,The Hunted,0.10440293274800315
480,The Hunted,0.10440293274800315
481,Stuck on You,0.14302489177489178
482,Semi-Pro,0.1037659200702679
483,Changeling,-0.030124467369365335
484,Chain Reaction,0.10828107758254817
485,The Fan,-0.11560306454374256
486,Gods and Generals,0.07189153439153441
487,Turbulence,0.0747560188349662
488,Muppets Most Wanted,0.06180555555555556
489,Burlesque,0.13903280564464773
490,Seven Pounds,0.12481006647673315
491,"You, Me and Dupree",0.1772014885699096
492,Gigli,0.13676629742806212
493,Anastasia,0.034813296903460834
494,Domestic Disturbance,-0.005365565233986298
495,Flags of Our Fathers,0.026368943556443567
496,Law Abiding Citizen,0.04624011254446036
497,Grindhouse,0.09458698278465716
498,Lucky You,0.08896753246753243
499,Catch Me If You Can,0.1539444214178257
500,Zero Dark Thirty,-0.017266186719829095
501,The Break-Up,0.07671717171717173
502,Valentine's Day,0.15497729394788226
503,The Change-Up,0.045356978879706175
504,Man on the Moon,0.25634648370497426
505,Shrek,0.0691198347107438
506,The Adjustment Bureau,0.16643299881936244
507,Robin Hood: Prince of Thieves,0.014363414363414363
508,Jerry Maguire,0.1708654729109274
509,Ted,0.02058599695585997
510,Patch Adams,0.19812801932367147
511,Anchorman 2: The Legend Continues,0.044383328442734384
512,Mr. Deeds,0.051810245310245306
513,Super 8,0.15220259043788456
514,Erin Brockovich,0.07369953416149068
515,22 Jump Street,0.187631339853562
516,Yes Man,0.0648989898989899
517,Central Intelligence,0.046344086021505373
518,Daddy's Home,-0.10916666666666669
519,Into the Woods,0.0819610243852668
520,Payback,-0.026452020202020206
521,Congo,0.06985677783754705
522,We Bought a Zoo,0.1660920428777572
523,Garfield,0.16332428347514555
524,Moneyball,0.06752821801550611
525,Outbreak,0.06953690861457854
526,Race to Witch Mountain,0.16265747039556563
527,Unfaithful,0.07690320883598194
528,I Am Number Four,-0.03815555555555556
529,Absolute Power,0.15103161564004935
530,G.I. Jane,0.09870349017545275
531,The Game,0.056288860178283245
532,American Reunion,0.07300097751710656
533,Into the Storm,-0.016817838246409672
534,Beverly Hills Cop III,0.14005084862227718
535,Gremlins 2: The New Batch,0.10166779401154406
536,The Judge,0.15759021868935658
537,Out of Time,0.20306637806637803
538,On Deadly Ground,0.0505952380952381
539,Raising Helen,0.15173094582185495
540,Striptease,0.1601197596263386
541,Marmaduke,0.13784722222222223
542,Hereafter,0.077473567450203
543,The Story of Us,0.06903928571428572
544,The Host,0.04397978229499968
545,The Host,0.04397978229499968
546,Basic,0.020948507632718168
547,Blood Work,-0.04817949076013592
548,The Iron Giant,-0.021468311953386582
549,Free State of Jones,0.05939959238928312
550,Run All Night,0.10035419126328217
551,Your Highness,0.08675705467372131
552,Mad City,0.13153420364357862
553,Baby's Day Out,0.06342592592592594
554,The Scarlet Letter,0.17849490273101384
555,Fair Game,0.1521994625224962
556,Fair Game,0.1521994625224962
557,Jade,0.09390921409214094
558,Gamer,-0.11479732388823295
559,Beautiful Creatures,0.195232202982203
560,Zoolander 2,0.07631396381396383
561,The Big Bounce,0.054266126289935816
562,Drive Angry,-0.02327777777777778
563,The One,0.16178787878787876
564,The One,0.16178787878787876
565,The Adventures of Ford Fairlane,0.06232142857142861
566,The Bone Collector,0.004137388376518806
567,Panic Room,0.09692946182170316
568,Three Kings,0.19091461259828604
569,Bedazzled,0.16666562604062604
570,3:10 to Yuma,0.1861255411255411
571,Out of Sight,0.1443070818070818
572,The Cable Guy,0.011437859713721783
573,Dick Tracy,0.175683088023088
574,The Thomas Crown Affair,0.2205234159779614
575,Mary Reilly,-0.009143518518518511
576,My Best Friend's Wedding,0.27452489177489175
577,Insomnia,0.06787569013112492
578,Insomnia,0.06787569013112492
579,Star Trek: First Contact,0.08620865610997189
580,Jonah Hex,0.08334027777777776
581,Courage Under Fire,0.1446831545979273
582,Liar Liar,0.07439509379509379
583,The Flintstones,0.14268578643578642
584,Scary Movie 3,-0.027536630036630035
585,Miss Congeniality,0.13564157196969695
586,Journey to the Center of the Earth,0.12262385366826155
587,The Princess Diaries 2: Royal Engagement,0.07977668388958709
588,The Pelican Brief,0.22106570758085917
589,The Bucket List,0.14475761307657856
590,Patriot Games,0.14396487813919007
591,Prisoners,0.02016501539697416
592,Galaxy Quest,0.10059523809523807
593,The Muppets,0.13487854737854738
594,Blade,0.0162916366041366
595,Changing Lanes,0.030305221777184397
596,Coyote Ugly,0.008950731807874677
597,A Bug's Life,0.21772727272727269
598,Tin Cup,0.16001285842869997
599,Blended,0.08625483558994197
600,Savages,0.05990614672066283
601,The Ant Bully,0.08626262626262625
602,The Pledge,-0.0027368523166842484
603,Bangkok Dangerous,-0.048995535714285686
604,Big Trouble,-0.018085424133811236
605,Love in the Time of Cholera,0.15879140239605355
606,Argo,0.12834104938271607
607,The Fugitive,0.19251174876174879
608,The Bounty Hunter,0.08284885895997005
609,Sleepers,0.17103989200763398
610,Finding Forrester,0.07003790105641956
611,The Sweetest Thing,0.05487263943785685
612,The Firm,0.0602219564061669
613,Charlie St. Cloud,0.11890933140933138
614,The Mechanic,0.13742913832199544
615,21 Jump Street,0.05959116982554478
616,Along Came Polly,0.07532059727711901
617,Boomerang,0.11559782400490365
618,The Heat,0.06931814713064713
619,Here Comes the Boom,0.15996913580246913
620,High Crimes,0.006524438158101546
621,The Mothman Prophecies,0.1679644951822371
622,One for the Money,0.07551310982162046
623,8 Mile,0.10391410969982398
624,A Knight's Tale,0.11003814404549697
625,The Sixth Sense,0.007265840220385666
626,Man on a Ledge,-0.08836513280957725
627,The Big Year,0.06893113579860566
628,American Hustle,0.07968327822658533
629,The Proposal,0.10239607614607615
630,Fifty Shades of Grey,0.12461813754427387
631,Spy Kids 3-D: Game Over,-0.01882802593029866
632,A Time to Kill,0.21122659222091045
633,Lone Survivor,0.131584929530135
634,A League of Their Own,0.16165289608837993
635,The Social Network,0.03400885813294573
636,Scream 3,0.08252886002886001
637,Get Hard,0.028415977961432512
638,Julie & Julia,0.1580514787831861
639,42,0.06053277674706247
640,The Talented Mr. Ripley,0.21048326673326676
641,Dumb and Dumber To,0.07065897065897064
642,The Intern,0.1395809359416954
643,Ride Along 2,0.14552556818181822
644,The Last of the Mohicans,0.08286012782694199
645,Vantage Point,0.12585470085470088
646,"I Love You, Man",0.21599963924963922
647,Shallow Hal,0.05359164644878931
648,17 Again,0.08182753284726971
649,The Other Woman,-0.024323343323343318
650,The Final Destination,-0.02902298850574713
651,Behind Enemy Lines,0.09182453102453099
652,Get Him to the Greek,0.08007320509679001
653,Shall We Dance?,0.13823728354978354
654,Small Soldiers,0.08152382267616641
655,Spawn,0.09908781694495979
656,The Count of Monte Cristo,0.1547748135398738
657,The Lincoln Lawyer,0.14490311276025558
658,The Prestige,0.12831715210355985
659,Horrible Bosses 2,-0.08604126370083817
660,Apocalypto,0.04222328424431229
661,Predators,-0.0460729746444032
662,The Lake House,0.1152027027027027
663,The Odd Life of Timothy Green,-0.04611566484517305
664,Jersey Boys,0.045395353535353504
665,Gothika,-0.0473953823953824
666,Amistad,0.1151266585717805
667,Music and Lyrics,0.21355485232067511
668,Paul,0.09180528375733854
669,The Guilt Trip,0.061839580873671765
670,Scream 4,0.08141025641025641
671,The Doors,0.07442287457912451
672,Sex Tape,0.08776111454682883
673,Final Destination 5,0.02803030303030304
674,Pay It Forward,0.07004107004107006
675,The Shadow,0.08416688398616111
676,Morning Glory,0.10100570161545769
677,The Island of Dr. Moreau,0.008758282533792737
678,Sweet November,0.16549737167594314
679,The Reaping,0.05462235133287766
680,Quest for Camelot,0.09270833333333332
681,Get Carter,0.11625577812018488
682,The Impossible,-0.06629844961240308
683,The Deep End of the Ocean,0.17539576088756412
684,Extreme Ops,0.006191148775894547
685,A Thousand Words,0.14051767676767674
686,Hackers,0.16521026592455162
687,The Crow,0.10126302083333334
688,The Time Traveler's Wife,0.0717920967920968
689,Because I Said So,0.11025020177562551
690,Frankenweenie,0.09826591604114543
691,Grudge Match,0.0359569466991342
692,Sweet Home Alabama,0.09607491447379087
693,The Ugly Truth,0.06998236331569657
694,Spy Kids 2: The Island of Lost Dreams,0.1652111777111777
695,Star Trek: Generations,0.11549242424242423
696,Water for Elephants,0.03462301587301587
697,The Hurricane,0.06463293650793651
698,Enough,0.03985178439446732
699,Paul Blart: Mall Cop 2,0.03092885375494072
700,Angel Eyes,0.06896029455553267
701,Extreme Measures,0.119691230486685
702,Rock Star,0.08932725927918236
703,Precious,0.12760797003221247
704,White Squall,0.07438175753393143
705,Riddick,0.1326970443349753
706,City of Ember,0.14361728395061726
707,The Master,0.07365584415584414
708,The 5th Wave,0.06158730158730159
709,Creed,0.2061868686868687
710,The Town,0.06556313694985572
711,Burn After Reading,0.05284552845528456
712,Nim's Island,0.1004101161995899
713,Magnolia,0.14984407567740898
714,Cop Out,0.12138419450919452
715,How to Be Single,0.07990353268131045
716,Dolphin Tale,0.09103535353535354
717,Twilight,0.10865343983373343
718,Twilight,0.10865343983373343
719,We're the Millers,0.08763033503293242
720,Breakdown,0.16155553551386884
